,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
6,700,Arthur Schopenhauer,79,Gdańsk,,POLAND,PL,POL,54.35,18.633333,Europe,1788,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,11622780,12.66621467,61718.81469,2743101,8879679,147123.7975,27.776019899999998
10032,4629012,Karim Benzema,59,Lyon,,FRANCE,FR,FRA,45.76,4.84,Europe,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,11606041,8.864266055,86990.75911,4299439,7306602,196712.5593,18.74517305
10771,18589083,Rose McGowan,33,Florence,,Italy,IT,ITA,43.783333,11.25,Europe,1973,Female,ACTOR,FILM AND THEATRE,ARTS,11522382,4.591117269,48525.821410000004,6875825,4646557,349163.0909,19.94080231
3420,100031,Federico García Lorca,72,Fuente Vaqueros,,SPAIN,ES,ESP,37.216667,-3.7830559999999998,Europe,1898,Male,WRITER,LANGUAGE,HUMANITIES,11508618,5.7248655589999995,47955.105,2332299,9176319,159841.9167,26.68028696
6436,363601,Lina Medina,35,Huancavelica Region,,PERU,PE,PER,-13.02,-75.09,South America,1933,Female,CELEBRITY,MEDIA PERSONALITY,PUBLIC FIGURE,11493000,7.078764252999999,75389.23,4782687,6710313,328371.4286,25.1427305
3486,103362,Diego Rivera,48,Guanajuato,,MEXICO,MX,MEX,21.017778,-101.25666700000001,North America,1886,Male,PAINTER,FINE ARTS,ARTS,11446726,5.873903395,325991.1924,5026894,6419832,238473.4583,24.09288779
191,3992,Bram Stoker,61,Dublin,,Ireland,IE,IRL,53.365,-6.21,Europe,1847,Male,WRITER,LANGUAGE,HUMANITIES,11446300,11.40758912,726693.5607,4428130,7018170,187644.2623,24.476936300000002
8522,983010,Jordana Brewster,29,Panama City,,Panama,PA,PAN,8.983333,-79.516667,North America,1980,Female,ACTOR,FILM AND THEATRE,ARTS,11428995,4.87757499,113603.3807,6557455,4871540,394103.2759,17.92187688
1886,44240,Catherine II of Russia,82,Szczecin,,POLAND,PL,POL,53.4325,14.548055999999999,Europe,1729,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,11407818,9.43282165,73317.87534,2788013,8619805,139119.7317,27.46594473
4742,192892,Bryan Adams,56,Kingston,,Canada,CA,CAN,44.233333,-76.5,North America,1959,Male,SINGER,MUSIC,ARTS,11401953,6.641177227000001,31531.72093,6139138,5262815,203606.3036,23.60042677
164,2847,Aung San Suu Kyi,83,Yangon,,,MM,MMR,16.8,96.15,Asia,1945,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,11374261,7.621078788999999,135137.395,6031638,5342623,137039.2892,24.85515312
4074,159381,Hans Zimmer,50,Frankfurt,,GERMANY,DE,DEU,50.116667,8.683333,Europe,1957,Male,COMPOSER,MUSIC,ARTS,11363550,6.3906211939999995,63593.12782,6151645,5211905,227271.0,23.04598255
1805,42558,Nikita Khrushchev,86,Kalinovka,,Russia,RU,RUS,51.9,34.5,Europe,1894,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11342575,9.145710613,39782.044839999995,5701627,5640948,131890.407,27.03684069
1308,25867,Richard Dawkins,68,Nairobi,,KENYA,KE,KEN,-1.283333,36.816666999999995,Africa,1941,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11313799,5.359458491,34782.93471,7253965,4059834,166379.3971,25.7079712
8773,1172821,Robinho,54,São Vicente,,Brazil,BR,BRA,-23.963333,-46.392222,South America,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,11302903,9.381606397,74361.76302,4554307,6748596,209313.0185,19.27163462
10875,19596649,Adolf Eichmann,57,Solingen,,Germany,DE,DEU,51.166667,7.0833330000000005,Europe,1906,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,11291586,9.365080221,43184.576689999994,4606962,6684624,198098.0,26.65575678
2224,51584,Eva Perón,73,Los Toldos,,ARGENTINA,AR,ARG,-35.0,-61.033333,South America,1919,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,11272900,7.020001952,56450.14172000001,4666210,6606690,154423.2877,26.24024367
6774,403293,Chris Benoit,41,Montreal,,CANADA,CA,CAN,45.5,-73.56666700000001,North America,1967,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,11268785,4.373516321,21347.63689,7220114,4048671,274848.4146,21.72843281
7661,615874,Gianluigi Buffon,63,Carrara,,ITALY,IT,ITA,44.079167,10.1,Europe,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,11261329,10.16975658,169165.2022,3744824,7516505,178751.254,19.78139438
366,9482,Enya,77,Gweedore,,Ireland,IE,IRL,55.051652000000004,-8.232706,Europe,1961,Female,SINGER,MUSIC,ARTS,11224820,8.068724677,33430.885969999996,5485648,5739172,145776.8831,23.81315401
10641,13383154,Javier Hernández,51,Guadalajara,,MEXICO,MX,MEX,20.666667,-103.35,North America,1988,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,11210681,4.954199362,159023.8426,6076198,5134483,219817.2745,16.85580959
11041,23292229,Akihito,77,Tokyo,,JAPAN,JP,JPN,35.683333000000005,139.683333,Asia,1933,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,11188348,7.163829745,64340.88106,3138957,8049391,145303.2208,26.25668801
2445,59172,Judas Iscariot,63,Other,,Unknown,UNK,,,,,-1,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,11142102,8.395271392,76652.45436,5293963,5848139,176858.7619,28.76928678
10,841,Attila the Hun,83,Hajdúböszörmény,,Hungary,HU,HUN,,,Europe,406,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11123103,13.97581312,59842.869060000005,2971786,8151317,134013.2892,29.24332716
731,16094,Joseph Haydn,83,Rohrau,,AUSTRIA,AT,AUT,48.066666999999995,16.85,Europe,1732,Male,COMPOSER,MUSIC,ARTS,11122433,11.90702194,42488.88029,3649434,7472999,134005.2169,28.08079984
10886,19718837,Kim Il-sung,76,Pyongyang,,North Korea,KP,PRK,39.019444,125.738056,Asia,1912,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11122397,9.329556665,174272.5519,4881691,6240706,146347.3289,25.41905997
6185,332538,Sean Paul,37,Kingston,,JAMAICA,JM,JAM,17.983333,-76.8,North America,1973,Male,MUSICIAN,MUSIC,ARTS,11096694,6.304210742,53232.4751,5585519,5511175,299910.6486,20.41274161
154,2575,André the Giant,30,Grenoble,,FRANCE,FR,FRA,45.2002,5.7222,Europe,1946,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,11093995,3.361501487,81350.97534,8094217,2999778,369799.8333,22.77082745
3089,79505,Serge Gainsbourg,36,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1928,Male,SINGER,MUSIC,ARTS,11076030,6.017659985,67359.30325,2978370,8097660,307667.5,25.31583002
5820,296388,Lucy Lawless,54,Auckland,,NEW ZEALAND,NZ,NZL,-36.890931,174.720125,Oceania,1968,Female,ACTOR,FILM AND THEATRE,ARTS,11050132,5.380449129,67843.48061,6113729,4936403,204632.0741,21.0747296
1676,38253,Jean Reno,55,Casablanca,,MOROCCO,MA,MAR,33.533333,-7.5833330000000005,Africa,1948,Male,ACTOR,FILM AND THEATRE,ARTS,11026740,10.03900648,55968.64623,3078039,7948701,200486.1818,25.50584935
3365,94111,Leonidas I,57,Sparta,,Greece,GR,GRC,37.081944,22.423610999999998,Europe,-540,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11025629,8.481186087000001,24358.514619999998,4942362,6083267,193432.0877,28.90265505
3031,77423,Diego Velázquez,103,Seville,,SPAIN,ES,ESP,37.377221999999996,-5.986944,Europe,1599,Male,ARTIST,FINE ARTS,ARTS,11020592,9.360397845,256065.2195,3516420,7504172,106996.0388,26.53435246
2357,54956,"Charles de Secondat, baron de Montesquieu",68,La Brède,,France,FR,FRA,44.6822,-0.5272,Europe,1689,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,11018917,8.496776938,63852.33675,2075973,8942944,162042.8971,27.40962452
672,15600,James Joyce,114,Rathgar,,Ireland,IE,IRL,53.31166700000001,-6.274333,Europe,1882,Male,WRITER,LANGUAGE,HUMANITIES,11006755,8.454606299,27598.67853,5519744,5487011,96550.48246,27.61734603
10972,21345243,"Donatien Alphonse François de Sade, Marquis de Sade",59,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1740,Male,WRITER,LANGUAGE,HUMANITIES,10976135,8.984285245,30166.679460000003,4432514,6543621,186036.1864,27.63346877
504,12274,Guy de Maupassant,69,Tourville-sur-Arques,,FRANCE,FR,FRA,49.8589,1.1022,Europe,1850,Male,WRITER,LANGUAGE,HUMANITIES,10963658,5.3289002519999995,74189.85298,1773834,9189824,158893.5942,26.33427057
4062,158664,Yip Man,27,Foshan,,China,CN,CHN,23.016667,113.11666699999999,Asia,1893,Male,MARTIAL ARTS,INDIVIDUAL SPORTS,SPORTS,10962714,6.8228173629999995,96365.76551,5454617,5508097,406026.4444,24.64872243
2849,70842,Idi Amin,66,Koboko District,,Uganda,UG,UGA,3.41,30.96,Africa,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10934754,6.125926957000001,33516.3679,6534410,4400344,165678.0909,26.04009532
7950,716868,Vlad III the Impaler,58,Sighişoara,,Romania,RO,ROU,46.216944,24.791110999999997,Europe,1431,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,10926855,12.41960391,95387.61542,3414327,7512528,188394.0517,27.46860338
6453,364813,Bashar al-Assad,70,Damascus,,Syria,SY,SYR,33.513000000000005,36.292,Asia,1965,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10920024,7.370236942999999,183685.3825,5477897,5442127,156000.3429,21.21371265
9878,3538069,Deepika Padukone,29,Copenhagen,,DENMARK,DK,DNK,55.676111,12.568333,Europe,1986,Female,ACTOR,FILM AND THEATRE,ARTS,10915770,1.348915979,106724.916,10380621,535149,376405.8621,13.44252727
362,9331,Euclid,117,Other,,Unknown,UNK,,,,,-325,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,10896731,11.04314533,37806.64538,4058928,6837803,93134.45298999999,29.88455759
10384,7907317,Mahmoud Ahmadinejad,91,Aradan,,Iran,IR,IRN,35.249722,52.49333299999999,Asia,1956,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10878971,7.657289922,86875.99286,5801500,5077471,119549.1319,23.59958273
2751,67379,Franz Liszt,72,Raiding,,Austria,AT,AUT,47.566666999999995,16.533333,Europe,1811,Male,MUSICIAN,MUSIC,ARTS,10862009,11.15463771,71626.07435,3503525,7358484,150861.2361,27.07389298
10291,6873934,Steve Irwin,57,Essendon,,Australia,AU,AUS,-37.749,144.912,Oceania,1962,Male,PRESENTER,MEDIA PERSONALITY,PUBLIC FIGURE,10859234,5.0321775230000005,46905.44752,6994658,3864576,190512.8772,22.11616467
1820,42798,Sophie Marceau,51,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1966,Female,ACTOR,FILM AND THEATRE,ARTS,10816173,7.349688757999999,58406.794870000005,3699839,7116334,212081.8235,22.14066644
10842,19222532,Peter Jackson,58,Wellington,,NEW ZEALAND,NZ,NZL,-41.288889000000005,174.777222,Oceania,1961,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,10807322,5.73729761,66594.68306,6003668,4803654,186333.1379,22.28379832
1476,31183,Tokugawa Ieyasu,48,Okazaki,,JAPAN,JP,JPN,34.95,137.166667,Asia,1543,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,10787849,3.8809265660000003,33902.847610000004,1958314,8829535,224746.8542,27.14515688
1586,34289,Yasser Arafat,94,Cairo,,EGYPT,EG,EGY,30.05,31.233333000000002,Africa,1929,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10754953,11.6203521,83567.94011,4401139,6353814,114414.3936,26.43757296
9371,1955932,Lukas Podolski,54,Gliwice,,POLAND,PL,POL,50.283333,18.666667,Europe,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10730869,7.8409935079999995,148022.7436,4521740,6209129,198719.7963,18.10040601
544,12775,George Frideric Handel,93,Halle,,Germany,DE,DEU,51.483333,11.966667,Europe,1685,Male,COMPOSER,MUSIC,ARTS,10717383,11.55120303,38760.12176,3572171,7145212,115240.6774,28.28568236
8307,854376,Jonathan Rhys Meyers,35,Drimnagh,,Ireland,IE,IRL,53.326409999999996,-6.31884,Europe,1977,Male,ACTOR,FILM AND THEATRE,ARTS,10716905,5.065989199,48276.63503,5961718,4755187,306197.2857,19.40642757
739,16125,John the Baptist,78,Jerusalem,,Israel,IL,ISR,,,Asia,-5,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,10702126,12.04396355,52892.3357,3995822,6706304,137206.7436,29.08645931
8287,842379,Diego Forlán,54,Montevideo,,URUGUAY,UY,URY,-34.883611,-56.181943999999994,South America,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10698854,8.89055858,143054.421,4026339,6672515,198126.9259,19.32635628
9855,3406259,Sergio Agüero,48,Buenos Aires,,ARGENTINA,AR,ARG,-34.603333,-58.38166700000001,South America,1988,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10681002,7.8902521089999995,84182.02399,4633481,6047521,222520.875,18.01191916
10927,20647537,Emily Browning,29,Melbourne,,AUSTRALIA,AU,AUS,-37.813611,144.963056,Oceania,1988,Female,ACTOR,FILM AND THEATRE,ARTS,10640333,3.8914215010000004,122858.7756,6873259,3767074,366908.0345,15.94594155
8379,892372,Tiësto,44,Breda,,NETHERLANDS,NL,NLD,51.583333,4.783333,Europe,1969,Male,MUSICIAN,MUSIC,ARTS,10639224,8.151888925,52992.55525,4692376,5946848,241800.5455,21.52172656
4511,177032,Eric Bana,42,Melbourne,,AUSTRALIA,AU,AUS,-37.813611,144.963056,Oceania,1968,Male,ACTOR,FILM AND THEATRE,ARTS,10634433,4.593316785,45656.40883,6632873,4001560,253200.7857,20.81300712
2912,73631,M. Night Shyamalan,39,Mahé,,India,IN,IND,11.701111000000001,75.53666700000001,Asia,1970,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,10631049,3.2703832439999996,71842.73118,7733237,2897812,272591.0,19.30431346
534,12598,Georg Wilhelm Friedrich Hegel,95,Stuttgart,,Germany,DE,DEU,48.783333,9.183333,Europe,1770,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,10627502,13.81609804,39542.19073,2754765,7872737,111868.4421,28.33820002
9235,1700594,Andrea Pirlo,57,Flero,,ITALY,IT,ITA,45.466667,10.183333,Europe,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10605858,9.525788527000001,190854.0167,3673266,6932592,186067.6842,19.190659399999998
3402,98607,Kristin Kreuk,34,Vancouver,,CANADA,CA,CAN,49.25,-123.1,North America,1982,Female,ACTOR,FILM AND THEATRE,ARTS,10587453,4.658626107,40081.65062,6290719,4296734,311395.6765,18.54395659
1937,44980,Émile Zola,72,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1840,Male,WRITER,LANGUAGE,HUMANITIES,10586574,9.119459699,41815.66813,2032684,8553890,147035.75,27.42369215
272,6942,Catherine of Aragon,51,Alcalá de Henares,,SPAIN,ES,ESP,40.466667,-3.3666669999999996,Europe,1485,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,10584908,5.855845927000001,30187.36982,6212129,4372779,207547.2157,27.0954672
10297,6951166,George Soros,59,Budapest,,HUNGARY,HU,HUN,47.4925,19.051389,Europe,1930,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,10565254,5.575491545,57903.06059,6725738,3839516,179072.1017,25.07418413
1896,44356,Peter I of Russia,98,Moscow,,Russia,RU,RUS,55.75,37.616667,Europe,1672,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10556706,9.097268738,61202.92024,2353926,8202780,107721.4898,27.79339491
4562,180306,Valentino Rossi,49,Urbino,,ITALY,IT,ITA,43.716667,12.633333,Europe,1979,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,10533737,9.004638753,64684.22176,3406168,7127569,214974.2245,20.08607023
127,2065,Auguste Rodin,69,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1840,Male,SCULPTOR,FINE ARTS,ARTS,10533605,12.2960023,413791.6988,3542205,6991400,152660.94199999998,25.18118327
10981,21476519,Ramesses II,59,Other,,Egypt,EG,EGY,,,Africa,-1303,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10524828,9.048805117,41057.8898,4995003,5529825,178386.9153,28.92329422
1558,33820,Wassily Kandinsky,56,Moscow,,Russia,RU,RUS,55.75,37.616667,Europe,1866,Male,ARTIST,FINE ARTS,ARTS,10503557,8.589258906,53792.62326,4333917,6169640,187563.5179,26.40851815
4192,163278,Mario Vargas Llosa,76,Arequipa,,PERU,PE,PER,-16.383333,-71.533333,South America,1936,Male,WRITER,LANGUAGE,HUMANITIES,10496394,4.915183253,184990.8955,1714615,8781779,138110.4474,24.80645953
606,13765,Henry Kissinger,64,Fürth,,Germany,DE,DEU,49.466667,11.0,Europe,1923,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10487989,5.911861868,40559.5771,6300528,4187461,163874.8281,25.70792352
3894,151210,Hu Jintao,86,Jiangyan,,China,CN,CHN,32.45,119.91666699999999,Asia,1942,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10487562,8.678258504,65264.484979999994,4325846,6161716,121948.3953,26.12673873
1512,32788,Vivien Leigh,63,Darjeeling,,India,IN,IND,27.05,88.266667,Asia,1913,Female,ACTOR,FILM AND THEATRE,ARTS,10456178,6.53384647,56115.567729999995,5868924,4587254,165971.0794,25.63171967
6883,418625,Martin Lawrence,45,Frankfurt,,GERMANY,DE,DEU,50.116667,8.683333,Europe,1965,Male,ACTOR,FILM AND THEATRE,ARTS,10437037,3.569637062,36679.74276,7398476,3038561,231934.1556,21.02987039
1090,23791,Pope Alexander VI,61,Xàtiva,,Spain,ES,ESP,38.990278,-0.521111,Europe,1431,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,10431672,8.196124338999999,117394.8577,4562363,5869309,171011.0164,26.60261302
385,9779,Edvard Munch,73,Ådalsbruk,,NORWAY,NO,NOR,60.783333,11.3,Europe,1863,Male,PAINTER,FINE ARTS,ARTS,10394698,11.50521593,62392.80944,3739698,6655000,142393.1233,26.89748328
3861,149809,Serj Tankian,40,Beirut,,LEBANON,LB,LBN,33.886944,35.513056,Asia,1967,Male,MUSICIAN,MUSIC,ARTS,10387973,6.733776091,33211.40954,5029142,5358831,259699.325,21.89232586
1371,27069,Søren Kierkegaard,87,Copenhagen,,DENMARK,DK,DNK,55.676111,12.568333,Europe,1813,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,10385426,11.32587225,162931.9943,4115284,6270142,119372.7126,26.2443952
10398,8021453,Alexandre Rodrigues da Silva,46,Pato Branco,,BRAZIL,BR,BRA,-26.216666999999998,-52.666667000000004,South America,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10376487,8.340212087000001,63314.05809,4123265,6253222,225575.8043,18.14191428
1411,28722,Salman Rushdie,69,Mumbai,,India,IN,IND,18.975,72.82583299999999,Asia,1947,Male,WRITER,LANGUAGE,HUMANITIES,10364641,4.680638143,79054.84164,7169623,3195018,150212.1884,23.80476019
2662,64719,Paul Gauguin,82,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1848,Male,PAINTER,FINE ARTS,ARTS,10352765,11.50790933,33333.56433,3509135,6843630,126253.2317,27.73352174
5883,303089,Bret Hart,33,Calgary,,Canada,CA,CAN,51.05,-114.066667,North America,1957,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,10344931,3.483557213,69250.46514,7175109,3169822,313482.7576,21.34728091
4390,170977,Hugo Weaving,41,Ibadan,,Nigeria,NG,NGA,7.396389,3.916667,Africa,1960,Male,ACTOR,FILM AND THEATRE,ARTS,10303347,5.2383931619999995,62664.41359,5963814,4339533,251301.1463,21.9140172
7168,481634,Cillian Murphy,38,Cork,,Ireland,IE,IRL,51.876389,-8.435833,Europe,1976,Male,ACTOR,FILM AND THEATRE,ARTS,10293616,3.961685234,83788.65178,6693678,3599938,270884.6316,18.53543929
3485,103360,Benito Juárez,44,San Pablo Guelatao,,MEXICO,MX,MEX,17.317,-96.5,North America,1806,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10255712,2.220086305,116980.6528,1807636,8448076,233084.3636,24.57484388
1952,45238,Gérard Depardieu,59,Châteauroux,,France,FR,FRA,46.8103,1.6911,Europe,1948,Male,ACTOR,FILM AND THEATRE,ARTS,10240317,7.6909135829999995,130746.2953,3009868,7230449,173564.6949,24.29244988
8633,1053227,Nicolas Anelka,53,Le Chesnay,,France,FR,FRA,48.8211,2.1311,Europe,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10239149,8.033661206,96207.16337000001,4532369,5706780,193191.4906,19.40277591
4874,201840,Miroslav Klose,62,Opole,,Poland,PL,POL,50.666667,17.933332999999998,Europe,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10218527,9.109033481,132198.4691,3622796,6595731,164814.9516,19.67396294
144,2402,Albrecht Dürer,112,Nuremberg,,Germany,DE,DEU,49.45,11.083333,Europe,1471,Male,PAINTER,FINE ARTS,ARTS,10212700,11.03817507,34890.89518,3257982,6954718,91184.82143,28.81835925
1673,38172,Igor Stravinsky,88,Lomonosov,,Russia,RU,RUS,59.916667000000004,29.766666999999998,Europe,1882,Male,COMPOSER,MUSIC,ARTS,10212624,7.63244184,342458.5805,5290126,4922498,116052.5455,24.55434587
8308,854487,Rose Byrne,28,Balmain,,AUSTRALIA,AU,AUS,-33.85895,151.17906000000002,Oceania,1979,Female,ACTOR,FILM AND THEATRE,ARTS,10176006,3.128667531,91028.21947000001,7393672,2782334,363428.7857,17.15243889
1541,33422,Wayne Gretzky,33,Brantford,,CANADA,CA,CAN,43.166667,-80.25,North America,1961,Male,HOCKEY PLAYER,TEAM SPORTS,SPORTS,10162175,3.213757285,60223.41508,7654675,2507500,307944.697,20.52923682
7680,616622,Andriy Shevchenko,60,Dvirkivshchyna,,UKRAINE,UA,UKR,50.26,31.88,Europe,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10157596,8.715547529,177774.4756,4259691,5897905,169293.2667,19.508797
1446,30278,Terence Hill,32,Venice,,ITALY,IT,ITA,45.4375,12.335833000000001,Europe,1939,Male,ACTOR,FILM AND THEATRE,ARTS,10153348,6.798913279,45610.291189999996,1354194,8799154,317292.125,25.6061508
7663,615883,Francesco Totti,102,Rome,,ITALY,IT,ITA,41.9,12.5,Europe,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10141833,9.780330642000001,53457.06771,3132772,7009061,99429.73529,21.52738042
10254,6437759,Sebastian Vettel,71,Heppenheim,,GERMANY,DE,DEU,49.643056,8.638889,Europe,1987,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,10130901,8.502413197000001,145472.1326,3799305,6331596,142688.7465,18.09529325
8239,807539,Gideon Sundback,42,Jönköping,,SWEDEN,SE,SWE,57.782778,14.160556,Europe,1880,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,10117925,5.188796411,1147378.457,5569615,4548310,240902.9762,22.14224164
7428,555623,Famke Janssen,39,Amstelveen,,NETHERLANDS,NL,NLD,52.3,4.87,Europe,1965,Female,ACTOR,FILM AND THEATRE,ARTS,10104432,4.664881055,72660.65871,6185402,3919030,259088.0,20.69286603
583,13486,Hippocrates,93,Kos,,Greece,GR,GRC,36.85,27.233333000000002,Europe,-460,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,10097815,11.89255398,38351.87824,3548149,6549666,108578.6559,29.63606458
10752,17837763,Shinji Kagawa,36,Kobe,,JAPAN,JP,JPN,34.69,135.195556,Asia,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10060397,4.804399138,186890.6737,3023792,7036605,279455.4722,16.34991194
11204,27125578,Rita Ora,29,Priština,,Kosovo,XK,SCG,42.666667,21.166667,Europe,1990,Female,SINGER,MUSIC,ARTS,10029408,3.269011945,227368.2635,7477568,2551840,345841.6552,14.36164383
32,1130,Avicenna,102,Bukhara,,UZBEKISTAN,UZ,UZB,39.766667,64.43333299999999,Asia,980,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,10026549,12.30747461,56379.94959,2408563,7617986,98299.5,28.89172648
10347,7598664,Olga Kurylenko,35,Berdyansk,,UKRAINE,UA,UKR,46.759722,36.784444,Europe,1979,Female,ACTOR,FILM AND THEATRE,ARTS,10022250,4.559472935,101102.5389,6131228,3891022,286350.0,17.96737332
249,6125,Carl Friedrich Gauss,108,Braunschweig,,Germany,DE,DEU,52.266667,10.516667,Europe,1777,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,10019549,12.10431846,28268.677969999997,3213888,6805661,92773.60185,28.444153200000002
5324,240540,Albert Szent-Györgyi,44,Budapest,,Hungary,HU,HUN,47.4925,19.051389,Europe,1893,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,9999192,7.447410437,1073335.716,4600913,5398279,227254.3636,22.70215895
10325,7335197,Gonzalo Higuaín,52,Brest,,FRANCE,FR,FRA,48.3908,-4.4856,Europe,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,9959631,7.9921724670000005,111458.2321,3802963,6156668,191531.3654,17.94323746
6418,360387,José de San Martín,53,Yapeyú,,Argentina,AR,ARG,-29.466666999999998,-56.833332999999996,South America,1778,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,9933354,2.22092945,177465.1692,1104801,8828553,187421.7736,24.44819084
